date,brand,trend_direction,trend_slope,forecast_7,forecast_30,forecast_90
2026-03-30,myntra,Declining,-0.15,"[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-30,snapdeal,Declining,-0.5,"[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-30,meesho,Stable,-0.0,"[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]","[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]","[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]"
2026-03-30,ajio,Stable,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-30,bigbasket,Stable,-0.0,"[-0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82]","[-0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82]","[-0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82, -0.82]"
2026-03-30,nykaa,Stable,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-30,reliance digital,Improving,0.5,"[0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-03-31,flipkart,Declining,-0.022,"[-0.1655, -0.1721, -0.1787, -0.1852, -0.1918, -0.1984, -0.205]","[-0.1655, -0.1721, -0.1787, -0.1852, -0.1918, -0.1984, -0.205, -0.2116, -0.2182, -0.2248, -0.2314, -0.238, -0.2446, -0.2511, -0.2577, -0.2643, -0.2709, -0.2775, -0.2841, -0.2907, -0.2973, -0.3039, -0.3105, -0.317, -0.3236, -0.3302, -0.3368, -0.3434, -0.35, -0.3566]","[-0.1655, -0.1721, -0.1787, -0.1852, -0.1918, -0.1984, -0.205, -0.2116, -0.2182, -0.2248, -0.2314, -0.238, -0.2446, -0.2511, -0.2577, -0.2643, -0.2709, -0.2775, -0.2841, -0.2907, -0.2973, -0.3039, -0.3105, -0.317, -0.3236, -0.3302, -0.3368, -0.3434, -0.35, -0.3566, -0.3632, -0.3698, -0.3764, -0.383, -0.3895, -0.3961, -0.4027, -0.4093, -0.4159, -0.4225, -0.4291, -0.4357, -0.4423, -0.4489, -0.4554, -0.462, -0.4686, -0.4752, -0.4818, -0.4884, -0.495, -0.5016, -0.5082, -0.5148, -0.5213, -0.5279, -0.5345, -0.5411, -0.5477, -0.5543, -0.5609, -0.5675, -0.5741, -0.5807, -0.5872, -0.5938, -0.6004, -0.607, -0.6136, -0.6202, -0.6268, -0.6334, -0.64, -0.6466, -0.6531, -0.6597, -0.6663, -0.6729, -0.6795, -0.6861, -0.6927, -0.6993, -0.7059, -0.7125, -0.719, -0.7256, -0.7322, -0.7388, -0.7454, -0.752]"
2026-03-31,amazon india,Declining,-0.0967,"[-0.1503, -0.1793, -0.2083, -0.2373, -0.2663, -0.2953, -0.3243]","[-0.1503, -0.1793, -0.2083, -0.2373, -0.2663, -0.2953, -0.3243, -0.3533, -0.3823, -0.4113, -0.4403, -0.4693, -0.4983, -0.5273, -0.5563, -0.5853, -0.6143, -0.6433, -0.6723, -0.7013, -0.7303, -0.7593, -0.7883, -0.8173, -0.8463, -0.8753, -0.9043, -0.9333, -0.9623, -0.9913]","[-0.1503, -0.1793, -0.2083, -0.2373, -0.2663, -0.2953, -0.3243, -0.3533, -0.3823, -0.4113, -0.4403, -0.4693, -0.4983, -0.5273, -0.5563, -0.5853, -0.6143, -0.6433, -0.6723, -0.7013, -0.7303, -0.7593, -0.7883, -0.8173, -0.8463, -0.8753, -0.9043, -0.9333, -0.9623, -0.9913, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,myntra,Declining,-0.15,"[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.355, -0.4, -0.445, -0.49, -0.535, -0.58, -0.625, -0.67, -0.715, -0.76, -0.805, -0.85, -0.895, -0.94, -0.985, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,snapdeal,Declining,-0.5,"[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,meesho,Improving,0.1012,"[0.46, 0.4904, 0.5207, 0.5511, 0.5814, 0.6118, 0.6421]","[0.46, 0.4904, 0.5207, 0.5511, 0.5814, 0.6118, 0.6421, 0.6725, 0.7029, 0.7332, 0.7636, 0.7939, 0.8243, 0.8546, 0.885, 0.9154, 0.9457, 0.9761, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46, 0.4904, 0.5207, 0.5511, 0.5814, 0.6118, 0.6421, 0.6725, 0.7029, 0.7332, 0.7636, 0.7939, 0.8243, 0.8546, 0.885, 0.9154, 0.9457, 0.9761, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-03-31,ajio,Declining,-0.5,"[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.16, 0.01, -0.14, -0.29, -0.44, -0.59, -0.74, -0.89, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,bigbasket,Declining,-0.15,"[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0]","[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.78, -0.825, -0.87, -0.915, -0.96, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,nykaa,Stable,-0.0,"[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]","[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]","[0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]"
2026-03-31,reliance digital,Improving,0.1163,"[0.2904, 0.3253, 0.3602, 0.3951, 0.43, 0.4649, 0.4998]","[0.2904, 0.3253, 0.3602, 0.3951, 0.43, 0.4649, 0.4998, 0.5347, 0.5696, 0.6045, 0.6394, 0.6743, 0.7092, 0.7441, 0.779, 0.8139, 0.8488, 0.8837, 0.9186, 0.9535, 0.9884, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2904, 0.3253, 0.3602, 0.3951, 0.43, 0.4649, 0.4998, 0.5347, 0.5696, 0.6045, 0.6394, 0.6743, 0.7092, 0.7441, 0.779, 0.8139, 0.8488, 0.8837, 0.9186, 0.9535, 0.9884, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-03-31,zepto,Stable,-0.0,"[0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82]","[0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82]","[0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82]"
2026-03-31,blinkit,Stable,0.0,"[-0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69]","[-0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69]","[-0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69, -0.69]"
2026-03-31,zomato,Declining,-0.1095,"[-0.045, -0.0779, -0.1107, -0.1436, -0.1764, -0.2093, -0.2421]","[-0.045, -0.0779, -0.1107, -0.1436, -0.1764, -0.2093, -0.2421, -0.275, -0.3079, -0.3407, -0.3736, -0.4064, -0.4393, -0.4721, -0.505, -0.5379, -0.5707, -0.6036, -0.6364, -0.6693, -0.7021, -0.735, -0.7679, -0.8007, -0.8336, -0.8664, -0.8993, -0.9321, -0.965, -0.9979]","[-0.045, -0.0779, -0.1107, -0.1436, -0.1764, -0.2093, -0.2421, -0.275, -0.3079, -0.3407, -0.3736, -0.4064, -0.4393, -0.4721, -0.505, -0.5379, -0.5707, -0.6036, -0.6364, -0.6693, -0.7021, -0.735, -0.7679, -0.8007, -0.8336, -0.8664, -0.8993, -0.9321, -0.965, -0.9979, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2026-03-31,swiggy,Declining,-0.3333,"[0.0867, -0.0133, -0.1133, -0.2133, -0.3133, -0.4133, -0.5133]","[0.0867, -0.0133, -0.1133, -0.2133, -0.3133, -0.4133, -0.5133, -0.6133, -0.7133, -0.8133, -0.9133, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0867, -0.0133, -0.1133, -0.2133, -0.3133, -0.4133, -0.5133, -0.6133, -0.7133, -0.8133, -0.9133, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
